ReviewID,CustomerID,ProductID,ReviewText,Rating,ReviewDate,VADER_Compound,Hybrid_Score,Sentiment_Label,Themes
475,1044,2,great value for the price,5,2023-10-13,0.758,0.952,Positive,Price
476,1196,13,expected better performance,1,2024-03-30,0.44,0.288,Negative,Quality
477,1221,2,does the job but description was misleading,3,2024-11-07,-0.55,0.39,Negative,Quality
478,1173,9,good product but delivery took forever,3,2024-08-28,0.238,0.548,Neutral,Shipping/Delivery
479,1223,14,great value for the price,5,2023-02-28,0.758,0.952,Positive,Price
480,1148,15,exceeded my expectations,4,2024-03-10,0.0,0.65,Positive,General
481,1196,15,did not meet my expectations,2,2023-09-01,0.0,0.35,Negative,General
482,1141,3,exceeded my expectations,5,2023-09-13,0.0,0.8,Positive,General
483,1203,2,does the job but description was misleading,3,2024-09-22,-0.55,0.39,Negative,Quality
484,1007,4,comfortable and well made,4,2023-11-11,0.66,0.782,Positive,General
485,1092,15,did not meet my expectations,1,2024-04-18,0.0,0.2,Negative,General
486,1184,16,very happy with this purchase,5,2024-10-15,0.612,0.922,Positive,General
487,1297,3,comfortable and well made,5,2023-10-11,0.66,0.932,Positive,General
488,1226,6,exceeded my expectations,5,2023-09-22,0.0,0.8,Positive,General
489,1254,5,quality is top notch,4,2023-08-21,0.202,0.69,Positive,Quality
490,1026,8,quality is top notch,4,2023-04-28,0.202,0.69,Positive,Quality
491,1226,11,very happy with this purchase,4,2023-02-12,0.612,0.772,Positive,General
492,1133,9,comfortable and well made,5,2023-01-17,0.66,0.932,Positive,General
493,1023,8,customer service never responded,2,2023-12-25,0.0,0.35,Negative,Customer Service
494,1040,8,does the job but description was misleading,3,2023-07-28,-0.55,0.39,Negative,Quality
495,1213,3,exceeded my expectations,4,2024-10-19,0.0,0.65,Positive,General
496,1168,12,comfortable and well made,5,2023-12-10,0.66,0.932,Positive,General
497,1151,1,exceeded my expectations,4,2023-06-14,0.0,0.65,Positive,General
498,1014,4,does the job but description was misleading,3,2024-09-15,-0.55,0.39,Negative,Quality
499,1261,12,works great and arrived fast,4,2023-08-09,0.625,0.775,Positive,Shipping/Delivery
500,1077,13,average quality for the price,1,2024-10-26,0.0,0.2,Negative,"Quality, Price"
1,1112,10,quality is top notch,5,2024-03-11,0.202,0.84,Positive,Quality
2,1192,9,average quality for the price,2,2024-07-17,0.0,0.35,Negative,"Quality, Price"
3,1266,12,will buy again,4,2023-08-24,0.0,0.65,Positive,General
4,1173,14,great value for the price,4,2024-04-06,0.758,0.802,Positive,Price
5,1255,11,quality is top notch,4,2023-10-07,0.202,0.69,Positive,Quality
6,1136,3,exceeded my expectations,5,2024-01-03,0.0,0.8,Positive,General
7,1263,3,exactly what i needed for training,5,2023-10-11,0.0,0.8,Positive,General
8,1185,2,quality is fine but price is too high,3,2024-07-13,0.103,0.521,Neutral,"Quality, Price"
9,1129,10,very happy with this purchase,5,2024-11-30,0.612,0.922,Positive,General
10,1071,9,exceeded my expectations,5,2023-01-09,0.0,0.8,Positive,General
11,1207,13,works great and arrived fast,5,2024-08-16,0.625,0.925,Positive,Shipping/Delivery
12,1263,5,quality is fine but price is too high,3,2024-02-12,0.103,0.521,Neutral,"Quality, Price"
13,1265,15,good product but delivery took forever,3,2024-04-17,0.238,0.548,Neutral,Shipping/Delivery
14,1097,14,will buy again,4,2024-12-15,0.0,0.65,Positive,General
15,1286,1,arrived late and packaging was damaged,2,2024-01-19,-0.44,0.262,Negative,Shipping/Delivery
16,1005,16,comfortable and well made,5,2024-11-05,0.66,0.932,Positive,General
17,1218,13,comfortable and well made,4,2024-12-08,0.66,0.782,Positive,General
18,1291,2,stopped working after a week,2,2023-05-23,-0.226,0.305,Negative,Quality
19,1294,13,decent but not as expected,3,2024-01-26,0.0,0.5,Neutral,Quality
20,1198,7,customer service never responded,2,2024-05-01,0.0,0.35,Negative,Customer Service
21,1156,3,arrived late and packaging was damaged,2,2023-06-25,-0.44,0.262,Negative,Shipping/Delivery
22,1251,1,decent but not as expected,3,2023-07-11,0.0,0.5,Neutral,Quality
23,1120,10,will buy again,4,2024-11-06,0.0,0.65,Positive,General
24,1266,1,decent but not as expected,3,2023-06-25,0.0,0.5,Neutral,Quality
25,1057,5,exactly what i needed for training,4,2024-07-03,0.0,0.65,Positive,General
26,1106,5,decent but not as expected,3,2023-07-30,0.0,0.5,Neutral,Quality
27,1295,10,decent but not as expected,3,2024-08-24,0.0,0.5,Neutral,Quality
28,1004,5,sizing was way off from the description,1,2024-04-01,0.0,0.2,Negative,Quality
29,1127,17,will buy again,5,2023-12-03,0.0,0.8,Positive,General
30,1295,2,decent but not as expected,3,2023-04-04,0.0,0.5,Neutral,Quality
31,1153,13,quality is top notch,5,2024-09-19,0.202,0.84,Positive,Quality
32,1092,14,quality is top notch,4,2024-04-13,0.202,0.69,Positive,Quality
33,1049,13,very happy with this purchase,5,2024-12-16,0.612,0.922,Positive,General
34,1081,9,exactly what i needed for training,4,2024-10-05,0.0,0.65,Positive,General
35,1112,16,exactly what i needed for training,5,2024-02-26,0.0,0.8,Positive,General
36,1040,4,comfortable and well made,5,2024-05-31,0.66,0.932,Positive,General
37,1085,9,will buy again,4,2023-08-01,0.0,0.65,Positive,General
38,1237,13,very happy with this purchase,5,2023-12-18,0.612,0.922,Positive,General
39,1006,9,quality is top notch,5,2023-04-28,0.202,0.84,Positive,Quality
40,1238,16,expected better performance,1,2024-04-17,0.44,0.288,Negative,Quality
41,1225,5,quality is top notch,5,2024-04-27,0.202,0.84,Positive,Quality
42,1010,4,decent but not as expected,3,2023-07-01,0.0,0.5,Neutral,Quality
43,1006,9,quality is top notch,4,2023-06-07,0.202,0.69,Positive,Quality
44,1018,7,exactly what i needed for training,5,2024-03-28,0.0,0.8,Positive,General
45,1158,15,works great and arrived fast,4,2023-02-23,0.625,0.775,Positive,Shipping/Delivery
46,1104,8,very happy with this purchase,5,2024-01-19,0.612,0.922,Positive,General
47,1216,1,quality is fine but price is too high,3,2023-01-15,0.103,0.521,Neutral,"Quality, Price"
48,1033,8,quality is top notch,5,2023-04-09,0.202,0.84,Positive,Quality
49,1023,14,stopped working after a week,2,2024-06-08,-0.226,0.305,Negative,Quality
50,1098,7,great value for the price,4,2024-07-08,0.758,0.802,Positive,Price
51,1110,4,good product but delivery took forever,3,2024-01-01,0.238,0.548,Neutral,Shipping/Delivery
52,1162,1,quality is fine but price is too high,3,2024-02-03,0.103,0.521,Neutral,"Quality, Price"
53,1143,12,expected better performance,1,2023-02-14,0.44,0.288,Negative,Quality
54,1256,4,quality is top notch,4,2024-12-30,0.202,0.69,Positive,Quality
55,1049,11,quality is top notch,5,2024-10-08,0.202,0.84,Positive,Quality
56,1163,16,decent but not as expected,3,2023-03-11,0.0,0.5,Neutral,Quality
57,1120,17,works great and arrived fast,5,2024-08-24,0.625,0.925,Positive,Shipping/Delivery
58,1064,10,very happy with this purchase,5,2023-08-31,0.612,0.922,Positive,General
59,1031,5,very happy with this purchase,4,2024-01-19,0.612,0.772,Positive,General
60,1105,2,will buy again,5,2023-09-01,0.0,0.8,Positive,General
61,1169,5,good product but delivery took forever,3,2023-10-12,0.238,0.548,Neutral,Shipping/Delivery
62,1213,10,does the job but description was misleading,3,2023-01-25,-0.55,0.39,Negative,Quality
63,1106,2,very happy with this purchase,5,2024-11-11,0.612,0.922,Positive,General
64,1196,17,good product but delivery took forever,3,2023-11-26,0.238,0.548,Neutral,Shipping/Delivery
65,1252,3,arrived late and packaging was damaged,1,2023-07-17,-0.44,0.112,Negative,Shipping/Delivery
66,1065,3,very happy with this purchase,4,2023-06-27,0.612,0.772,Positive,General
67,1041,14,quality is fine but price is too high,3,2024-04-23,0.103,0.521,Neutral,"Quality, Price"
68,1091,8,decent but not as expected,3,2023-11-07,0.0,0.5,Neutral,Quality
69,1104,9,stopped working after a week,2,2024-05-07,-0.226,0.305,Negative,Quality
70,1086,16,great value for the price,4,2024-03-27,0.758,0.802,Positive,Price
71,1247,1,exactly what i needed for training,4,2024-01-26,0.0,0.65,Positive,General
72,1154,5,exceeded my expectations,5,2024-07-20,0.0,0.8,Positive,General
73,1157,15,will buy again,4,2023-10-18,0.0,0.65,Positive,General
74,1070,16,expected better performance,2,2023-07-20,0.44,0.438,Neutral,Quality
75,1257,12,great value for the price,4,2024-05-18,0.758,0.802,Positive,Price
76,1192,13,good product but delivery took forever,3,2024-05-16,0.238,0.548,Neutral,Shipping/Delivery
77,1020,4,quality is top notch,5,2024-01-30,0.202,0.84,Positive,Quality
78,1224,9,will buy again,4,2023-12-23,0.0,0.65,Positive,General
79,1189,2,great value for the price,4,2024-10-28,0.758,0.802,Positive,Price
80,1125,16,comfortable and well made,5,2023-02-05,0.66,0.932,Positive,General
81,1015,5,quality is top notch,4,2023-09-25,0.202,0.69,Positive,Quality
82,1297,6,average quality for the price,2,2023-01-13,0.0,0.35,Negative,"Quality, Price"
83,1197,13,exactly what i needed for training,4,2024-12-24,0.0,0.65,Positive,General
84,1097,14,exceeded my expectations,5,2023-06-19,0.0,0.8,Positive,General
85,1257,13,decent but not as expected,3,2024-08-23,0.0,0.5,Neutral,Quality
86,1046,4,comfortable and well made,4,2024-10-13,0.66,0.782,Positive,General
87,1138,7,works great and arrived fast,5,2024-02-12,0.625,0.925,Positive,Shipping/Delivery
88,1252,1,sizing was way off from the description,1,2023-04-10,0.0,0.2,Negative,Quality
89,1148,14,quality is fine but price is too high,3,2023-06-24,0.103,0.521,Neutral,"Quality, Price"
90,1102,16,exactly what i needed for training,4,2023-07-06,0.0,0.65,Positive,General
91,1109,6,arrived late and packaging was damaged,1,2023-07-25,-0.44,0.112,Negative,Shipping/Delivery
92,1099,9,exactly what i needed for training,4,2024-02-23,0.0,0.65,Positive,General
93,1086,3,average quality for the price,2,2023-10-28,0.0,0.35,Negative,"Quality, Price"
94,1176,1,decent but not as expected,3,2024-08-22,0.0,0.5,Neutral,Quality
95,1052,1,good product but delivery took forever,3,2023-03-04,0.238,0.548,Neutral,Shipping/Delivery
96,1022,4,works great and arrived fast,4,2023-08-05,0.625,0.775,Positive,Shipping/Delivery
97,1267,9,comfortable and well made,4,2024-05-12,0.66,0.782,Positive,General
98,1173,12,comfortable and well made,5,2024-11-29,0.66,0.932,Positive,General
99,1185,13,comfortable and well made,4,2024-01-23,0.66,0.782,Positive,General
100,1052,1,great value for the price,5,2024-04-12,0.758,0.952,Positive,Price
101,1072,1,too expensive for what you get,2,2024-09-08,0.0,0.35,Negative,Price
102,1128,12,will buy again,4,2024-04-07,0.0,0.65,Positive,General
103,1097,1,comfortable and well made,5,2024-10-15,0.66,0.932,Positive,General
104,1185,2,very happy with this purchase,5,2023-11-30,0.612,0.922,Positive,General
105,1205,3,will buy again,4,2023-12-23,0.0,0.65,Positive,General
106,1052,13,quality is top notch,4,2023-10-28,0.202,0.69,Positive,Quality
107,1293,17,average quality for the price,2,2023-02-02,0.0,0.35,Negative,"Quality, Price"
108,1281,15,exactly what i needed for training,5,2023-06-22,0.0,0.8,Positive,General
109,1277,8,good product but delivery took forever,3,2023-09-07,0.238,0.548,Neutral,Shipping/Delivery
110,1015,6,exceeded my expectations,5,2023-12-01,0.0,0.8,Positive,General
111,1132,16,arrived late and packaging was damaged,2,2024-11-17,-0.44,0.262,Negative,Shipping/Delivery
112,1252,3,quality is fine but price is too high,3,2024-12-09,0.103,0.521,Neutral,"Quality, Price"
113,1034,11,great value for the price,5,2024-01-22,0.758,0.952,Positive,Price
114,1288,14,good product but delivery took forever,3,2023-08-27,0.238,0.548,Neutral,Shipping/Delivery
115,1058,3,very happy with this purchase,5,2023-12-15,0.612,0.922,Positive,General
116,1060,12,great value for the price,5,2023-05-11,0.758,0.952,Positive,Price
117,1001,10,very happy with this purchase,4,2023-03-05,0.612,0.772,Positive,General
118,1217,11,quality is top notch,5,2024-01-09,0.202,0.84,Positive,Quality
119,1114,4,customer service never responded,1,2024-02-09,0.0,0.2,Negative,Customer Service
120,1152,8,quality is top notch,5,2024-05-26,0.202,0.84,Positive,Quality
121,1075,2,good product but delivery took forever,3,2024-09-05,0.238,0.548,Neutral,Shipping/Delivery
122,1294,16,will buy again,5,2024-10-08,0.0,0.8,Positive,General
123,1193,2,expected better performance,2,2023-12-08,0.44,0.438,Neutral,Quality
124,1116,2,great value for the price,5,2023-07-03,0.758,0.952,Positive,Price
125,1082,1,great value for the price,4,2024-07-15,0.758,0.802,Positive,Price
126,1179,13,too expensive for what you get,1,2024-02-05,0.0,0.2,Negative,Price
127,1100,13,did not meet my expectations,2,2023-04-10,0.0,0.35,Negative,General
128,1156,15,quality is fine but price is too high,3,2024-11-01,0.103,0.521,Neutral,"Quality, Price"
129,1248,10,quality is fine but price is too high,3,2023-05-29,0.103,0.521,Neutral,"Quality, Price"
130,1005,12,arrived late and packaging was damaged,2,2024-08-12,-0.44,0.262,Negative,Shipping/Delivery
131,1219,6,customer service never responded,2,2023-02-27,0.0,0.35,Negative,Customer Service
132,1027,4,great value for the price,4,2024-06-11,0.758,0.802,Positive,Price
133,1207,8,sizing was way off from the description,2,2023-02-04,0.0,0.35,Negative,Quality
134,1089,13,exactly what i needed for training,5,2024-12-09,0.0,0.8,Positive,General
135,1196,9,comfortable and well made,4,2024-10-09,0.66,0.782,Positive,General
